# Annotated with Bakta
# Software: v1.9.3
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	24325	25890	+	IGAEJH_00130		Bifunctional metallophosphatase/5'-nucleotidase	RefSeq:WP_012846277.1, SO:0001217, UniParc:UPI0001BB660F, UniRef:UniRef100_A0A1Y4I8E7, UniRef:UniRef50_Q74JN1, UniRef:UniRef90_Q74JN1
contig_1	cds	25948	26148	-	IGAEJH_00135		Integral membrane protein	RefSeq:WP_004897457.1, SO:0001217, UniParc:UPI000214D94A, UniRef:UniRef100_A0A7D9N6U2, UniRef:UniRef50_I7L5Q1, UniRef:UniRef90_C2E5P6
contig_1	cds	26251	29367	+	IGAEJH_00140	dnaE	DNA-directed DNA polymerase	SO:0001217, UniRef:UniRef50_D5H368, UniRef:UniRef90_D0R4I2
contig_1	cds	29541	30500	+	IGAEJH_00145	pfkA	6-phosphofructokinase	EC:2.7.1.11, GO:0003872, GO:0005524, GO:0005737, GO:0006002, GO:0006096, GO:0046872, SO:0001217, UniRef:UniRef50_P00512, UniRef:UniRef90_Q74JM8
contig_1	cds	30535	32304	+	IGAEJH_00150	pyk	pyruvate kinase	EC:2.7.1.40, GO:0004743, GO:0005737, GO:0006096, KEGG:K00873, RefSeq:WP_012846272.1, SO:0001217, UniParc:UPI0001BB65C1, UniRef:UniRef100_A0A267M842, UniRef:UniRef50_P34038, UniRef:UniRef90_A0A1V3Y330
contig_1	cds	32417	33310	+	IGAEJH_00155		S1 motif domain-containing protein	RefSeq:WP_012846271.1, SO:0001217, UniParc:UPI0001BB65C0, UniRef:UniRef100_A0A6B9HXN7, UniRef:UniRef50_Q5FKG4, UniRef:UniRef90_A0A0R2D808
contig_1	cds	33300	34190	+	IGAEJH_00160	xerD	site-specific tyrosine recombinase XerD	GO:0006310, GO:0009009, RefSeq:WP_041822277.1, SO:0001217, UniParc:UPI00059F22E4, UniRef:UniRef100_A0A267M8G8, UniRef:UniRef50_C8PAQ5, UniRef:UniRef90_A0A833FKV5
contig_1	cds	34196	34558	+	IGAEJH_00165		Reductase	KEGG:K02859, RefSeq:WP_012846269.1, SO:0001217, UniParc:UPI0001BB65BE, UniRef:UniRef100_A0A267M652, UniRef:UniRef50_I7IVJ3, UniRef:UniRef90_A0A0R2D3Q3
contig_1	cds	34551	35294	+	IGAEJH_00170	scpA	Segregation and condensation protein A	GO:0005737, GO:0006260, GO:0007059, GO:0051301, KEGG:K05896, SO:0001217, UniRef:UniRef50_Q74JM3, UniRef:UniRef90_Q74JM3
contig_1	cds	35284	35874	+	IGAEJH_00175	scpB	SMC-Scp complex subunit ScpB	GO:0005515, GO:0005737, GO:0006260, GO:0007059, GO:0051301, GO:0051304, RefSeq:WP_004897443.1, SO:0001217, UniParc:UPI0000239D04, UniRef:UniRef100_Q74JM2, UniRef:UniRef50_Q1GAK5, UniRef:UniRef90_Q74JM2
contig_1	cds	35876	36595	+	IGAEJH_00180		Pseudouridine synthase	RefSeq:WP_127835835.1, SO:0001217, UniParc:UPI000FD9DDFD, UniRef:UniRef100_A0A9W4E9K1, UniRef:UniRef50_A0A0R1UN55, UniRef:UniRef90_C2E5Q6
contig_1	cds	36656	37423	+	IGAEJH_00185	lysM	LysM domain-containing protein	RefSeq:WP_087285228.1, SO:0001217, UniParc:UPI000B3AEB6F, UniRef:UniRef100_A0A267M8E2, UniRef:UniRef50_Q74JM0, UniRef:UniRef90_Q74JM0
contig_1	ncRNA-region	37494	37605	+			FMN riboswitch (RFN element)	RFAM:RF00050, SO:0000035
contig_1	cds	37688	38281	+	IGAEJH_00190		Riboflavin transporter	RefSeq:WP_012846265.1, SO:0001217, UniParc:UPI0001BB65BA, UniRef:UniRef100_A0A267LJP0, UniRef:UniRef50_Q1GAK3, UniRef:UniRef90_Q74JL9
contig_1	cds	38390	39055	+	IGAEJH_00195	cmk	(d)CMP kinase	EC:2.7.4.25, GO:0004127, GO:0005524, GO:0005737, GO:0006220, GO:0015949, GO:0016310, GO:0036430, GO:0036431, RefSeq:WP_012846264.1, SO:0001217, UniParc:UPI0001BB65B9, UniRef:UniRef100_Q74JL8, UniRef:UniRef50_P38493, UniRef:UniRef90_Q74JL8
contig_1	cds	39118	40320	+	IGAEJH_00200	rpsA	30S ribosomal protein S1	GO:0003676, RefSeq:WP_012846263.1, SO:0001217, UniParc:UPI0001BB65B8, UniRef:UniRef100_A0A1Y4I3E1, UniRef:UniRef50_A0A0G9FET7, UniRef:UniRef90_A0A833CF53
contig_1	cds	40394	41701	+	IGAEJH_00205	der	ribosome biogenesis GTPase Der	EC:3.6.5.-, GO:0003924, GO:0005525, GO:0005737, GO:0042254, GO:0043022, KEGG:K03977, RefSeq:WP_004897434.1, SO:0001217, UniParc:UPI000214D757, UniRef:UniRef100_A0A1Y4I3F6, UniRef:UniRef50_P50743, UniRef:UniRef90_Q74JL6
contig_1	cds	41866	42141	+	IGAEJH_00210	himA	Bacterial nucleoid DNA-binding protein IHF-alpha	COG:COG0776, COG:L, RefSeq:WP_004894504.1, SO:0001217, UniParc:UPI0000239D0B, UniRef:UniRef100_C2E5R2, UniRef:UniRef50_P52680, UniRef:UniRef90_A0A133PJ52
contig_1	cds	42242	43501	+	IGAEJH_00215		Lipopolysaccharide assembly protein B	SO:0001217, UniRef:UniRef50_K1NHY0, UniRef:UniRef90_A0A833CFZ5
contig_1	cds	43653	46859	+	IGAEJH_00220	hsdR	type I restriction-modification system endonuclease	EC:3.1.21.3, SO:0001217, UniRef:UniRef50_D5GXP2, UniRef:UniRef90_A0A6B9I006
contig_1	cds	46899	47312	+	IGAEJH_00225		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A9P2MC92, UniRef:UniRef90_A0A9X7TGN4
contig_1	cds	47318	48766	+	IGAEJH_00230		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_A0A2X0VDM7, UniRef:UniRef90_A0A267M8F4
contig_1	cds	48753	50198	+	IGAEJH_00235		hypothetical protein	PFAM:PF01420.23, SO:0001217, UniRef:UniRef50_A0A9X6S2P5
contig_1	cds	50319	51116	+	IGAEJH_00240		DUF6414 domain-containing protein	SO:0001217, UniRef:UniRef50_UPI000BA30D7B
contig_1	cds	51117	52253	+	IGAEJH_00245		AAA family ATPase	SO:0001217, UniRef:UniRef50_UPI001CBFC300
contig_1	cds	52686	53603	-	IGAEJH_00250		Prenyltransferase	SO:0001217, UniRef:UniRef50_D0R4F9, UniRef:UniRef90_D0R4F9
contig_1	cds	53732	54622	-	IGAEJH_00255		DUF2179 domain-containing protein	RefSeq:WP_004894543.1, SO:0001217, UniParc:UPI0000239D12, UniRef:UniRef100_C2E650, UniRef:UniRef50_C2EMX3, UniRef:UniRef90_D0R4F8
contig_1	cds	54679	55875	+	IGAEJH_00260		CCA tRNA nucleotidyltransferase	EC:2.7.7.72, GO:0001680, GO:0016779, SO:0001217, UniRef:UniRef50_Q5FKF0, UniRef:UniRef90_C2E651
contig_1	cds	55923	56588	-	IGAEJH_00265		Hemolysin III family protein	RefSeq:WP_011161942.1, SO:0001217, UniParc:UPI0000239D14, UniRef:UniRef100_A0A137PLB0, UniRef:UniRef50_G6F7N0, UniRef:UniRef90_A0A558K1E1
contig_1	cds	56733	57590	+	IGAEJH_00270	degV	DegV family protein	SO:0001217, UniRef:UniRef50_I7L5R1, UniRef:UniRef90_A0A7D9N6P0
contig_1	cds	57590	57817	+	IGAEJH_00275		UPF0346 protein LJ_1103	RefSeq:WP_004894551.1, SO:0001217, UniParc:UPI0000239D16, UniRef:UniRef100_Q74JK4, UniRef:UniRef50_Q88W10, UniRef:UniRef90_Q74JK4
contig_1	cds	57825	59276	+	IGAEJH_00280		PDZ domain-containing protein	RefSeq:WP_087712956.1, SO:0001217, UniParc:UPI000B404494, UniRef:UniRef100_A0A267LJ40, UniRef:UniRef50_Q74JK3, UniRef:UniRef90_Q74JK3
contig_1	cds	59279	60118	+	IGAEJH_00285	ylqF	ribosome biogenesis GTPase YlqF	GO:0003924, GO:0005525, GO:0005737, GO:0042254, RefSeq:WP_004894556.1, SO:0001217, UniParc:UPI00019F4C31, UniRef:UniRef100_C2E656, UniRef:UniRef50_A0A133P7Z7, UniRef:UniRef90_A0A133P7Z7
contig_1	cds	60115	60867	+	IGAEJH_00290	rnhB	ribonuclease HII	EC:3.1.26.4, GO:0003723, GO:0004523, GO:0005737, GO:0006401, GO:0030145, RefSeq:WP_087285046.1, SO:0001217, UniParc:UPI000B3A3050, UniRef:UniRef100_A0A267LJ31, UniRef:UniRef50_B1MZ17, UniRef:UniRef90_Q74JK1
contig_1	cds	60920	61765	+	IGAEJH_00295	dprA	DNA-processing protein DprA	GO:0009294, SO:0001217, UniRef:UniRef50_G6F7M5, UniRef:UniRef90_A0A558K1E8
contig_1	cds	61831	63912	+	IGAEJH_00300	topA	type I DNA topoisomerase	EC:5.6.2.1, GO:0003677, GO:0003917, GO:0005737, GO:0006260, GO:0006265, SO:0001217, UniRef:UniRef50_C9LSJ2, UniRef:UniRef90_Q74JJ9
contig_1	cds	64009	65325	+	IGAEJH_00305	trmFO	methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO	EC:2.1.1.74, GO:0005737, GO:0008033, GO:0030698, GO:0047151, GO:0050660, SO:0001217, UniRef:UniRef50_Q1G9V1, UniRef:UniRef90_Q74JJ8
contig_1	cds	65328	66251	+	IGAEJH_00310	xerC	tyrosine recombinase XerC	GO:0006310, GO:0009009, SO:0001217, UniRef:UniRef50_Q1G9V2, UniRef:UniRef90_Q74JJ7
contig_1	cds	66256	66780	+	IGAEJH_00315	hslV	ATP-dependent protease subunit HslV	EC:3.4.25.2, GO:0004298, GO:0051603, KEGG:K01419, RefSeq:WP_004894572.1, SO:0001217, UniParc:UPI0000239D1E, UniRef:UniRef100_C2E662, UniRef:UniRef50_Q48734, UniRef:UniRef90_A0A133P7X2
contig_1	cds	66791	68185	+	IGAEJH_00320	hslU	ATP-dependent protease ATPase subunit HslU	EC:3.4.25.2, GO:0005524, GO:0008233, GO:0009376, GO:0016887, GO:0036402, GO:0043335, RefSeq:WP_004894575.1, SO:0001217, UniParc:UPI00019F4C37, UniRef:UniRef100_C2E663, UniRef:UniRef50_Q92C73, UniRef:UniRef90_Q74JJ5
contig_1	cds	68213	69100	+	IGAEJH_00325		Aldose 1-epimerase family protein	EC:5.1.3.3, KEGG:K01785, RefSeq:WP_004894577.1, SO:0001217, UniParc:UPI00019F4C38, UniRef:UniRef100_C2E664, UniRef:UniRef50_Q74JJ4, UniRef:UniRef90_Q74JJ4
contig_1	cds	69161	69763	+	IGAEJH_00330	lysR	LysR substrate-binding domain-containing protein	SO:0001217, UniRef:UniRef50_Q74JJ3, UniRef:UniRef90_D0R4E3
contig_1	cds	69915	70478	+	IGAEJH_00335		Metal-dependent hydrolase	RefSeq:WP_011161954.1, SO:0001217, UniParc:UPI0000239D22, UniRef:UniRef100_A0A137PL98, UniRef:UniRef50_U4QG40, UniRef:UniRef90_D0R4E2
contig_1	cds	70542	70652	+	IGAEJH_00340		hypothetical protein	SO:0001217, UniParc:UPI000A5E65FB, UniRef:UniRef100_A0A9W5TFV7, UniRef:UniRef50_A0A7D9N8S3, UniRef:UniRef90_A0A7D9N8S3
contig_1	cds	70746	71207	+	IGAEJH_00345		Integral membrane protein	RefSeq:WP_004894587.1, SO:0001217, UniParc:UPI00019F4C3B, UniRef:UniRef100_C2E667, UniRef:UniRef50_A0A1Y0E6M8, UniRef:UniRef90_C2E667
contig_1	cds	71554	72711	+	IGAEJH_00350		Transposase	SO:0001217, UniRef:UniRef50_G6F8N0, UniRef:UniRef90_A0A1Z1NCP7
contig_1	ncRNA	72744	72802	+	IGAEJH_00355	Transposase-1	Transposase-1 RNA	RFAM:RF03014, SO:0000655
contig_1	cds	72906	73937	+	IGAEJH_00360		UPF0324 membrane protein LJ_1117	GO:0005886, RefSeq:WP_170088637.1, SO:0001217, UniParc:UPI0014743B12, UniRef:UniRef100_UPI0014743B12, UniRef:UniRef50_Q74JJ0, UniRef:UniRef90_Q74JJ0
contig_1	cds	74144	74467	-	IGAEJH_00365		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0022E5E2DB, UniRef:UniRef90_UPI0022E5E2DB
contig_1	cds	74795	75253	-	IGAEJH_00370		Pyridoxamine 5'-phosphate oxidase putative domain-containing protein	RefSeq:WP_004897394.1, SO:0001217, UniParc:UPI0001BB6558, UniRef:UniRef100_A0A137PLA9, UniRef:UniRef50_I7KKV8, UniRef:UniRef90_A0A0R2D1B1
contig_1	cds	75442	77121	+	IGAEJH_00375	alsS	acetolactate synthase AlsS	EC:2.2.1.6, GO:0000287, GO:0003984, GO:0030976, GO:0034077, SO:0001217, UniRef:UniRef50_A0A087CAQ1, UniRef:UniRef90_A0A558K1H6
contig_1	cds	77139	77855	+	IGAEJH_00380	budA	acetolactate decarboxylase	EC:4.1.1.5, GO:0006113, GO:0045151, GO:0047605, RefSeq:WP_095183612.1, SO:0001217, UniParc:UPI000BA32ACF, UniRef:UniRef100_UPI000BA32ACF, UniRef:UniRef50_A0A1Y3S164, UniRef:UniRef90_A0A267M6K8
contig_1	cds	77901	78314	-	IGAEJH_00385		DUF3021 domain-containing protein	RefSeq:WP_180872764.1, SO:0001217, UniParc:UPI0015DD7570, UniRef:UniRef100_A0A9X7TUP0, UniRef:UniRef50_F2M2Y2, UniRef:UniRef90_Q74JI1
contig_1	cds	78316	78750	-	IGAEJH_00390		HTH LytTR-type domain-containing protein	RefSeq:WP_180872763.1, SO:0001217, UniParc:UPI0015DF9C53, UniRef:UniRef100_A0A9X7TX97, UniRef:UniRef50_Q74JI0, UniRef:UniRef90_Q74JI0
contig_1	cds	79477	79860	+	IGAEJH_00395		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001F0722C2, UniRef:UniRef90_UPI001F0722C2
contig_1	cds	80063	80746	-	IGAEJH_00400		DUF1211 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2I1WFL5, UniRef:UniRef90_Q74JH8
contig_1	cds	80923	81039	+	IGAEJH_00405		hypothetical protein	
contig_1	cds	81155	81754	+	IGAEJH_00410		HAD superfamily hydrolase	RefSeq:WP_087712965.1, SO:0001217, UniParc:UPI000B40135E, UniRef:UniRef100_A0A1Z1N6F5, UniRef:UniRef50_I7LDI5, UniRef:UniRef90_D0R4D1
contig_1	cds	81777	82400	+	IGAEJH_00415		Nudix hydrolase domain-containing protein	SO:0001217, UniRef:UniRef50_Q74JH6, UniRef:UniRef90_Q74JH6
contig_1	cds	82540	82875	+	IGAEJH_00420		Response regulatory domain-containing protein	SO:0001217, UniRef:UniRef50_D3LCS8
contig_1	cds	83005	83415	+	IGAEJH_00425		PepSY domain-containing protein	SO:0001217, UniRef:UniRef50_UPI001FB4AC25, UniRef:UniRef90_UPI001FCFDE8A
contig_1	cds	83455	83652	+	IGAEJH_00430		PepSY domain-containing protein	RefSeq:WP_098043251.1, SO:0001217, UniParc:UPI000BEEA782, UniRef:UniRef100_UPI000BEEA782, UniRef:UniRef50_UPI001FD606F9, UniRef:UniRef90_UPI001FD606F9
contig_1	cds	83799	84044	+	IGAEJH_00435		Alcohol dehydrogenase	SO:0001217, UniParc:UPI000B37289F, UniRef:UniRef100_A0A1Y4IA82, UniRef:UniRef50_A0A0R1X4S8, UniRef:UniRef90_D0R4C7
contig_1	cds	84206	84952	+	IGAEJH_00440		Putative adhesin domain-containing protein	SO:0001217, UniRef:UniRef50_D0R4C6, UniRef:UniRef90_D0R4C6
contig_1	ncRNA-region	85044	85289	+			T-box leader	RFAM:RF00230, SO:0000140
contig_1	cds	85353	86732	+	IGAEJH_00445	brnQ	branched-chain amino acid transport system II carrier protein	GO:0015658, GO:0015803, SO:0001217, UniParc:UPI0001BB654C, UniRef:UniRef100_D0R4C5, UniRef:UniRef50_C8P5P7, UniRef:UniRef90_A0A2Z6PNH9
contig_1	cds	86956	87378	-	IGAEJH_00450		Transposase	SO:0001217, UniParc:UPI0001BB654B, UniRef:UniRef100_D0R4C4, UniRef:UniRef50_D0R4C4, UniRef:UniRef90_D0R4C4
contig_1	cds	88060	88707	+	IGAEJH_00455		NRAMP family manganese (Mn2+) transporter	SO:0001217, UniRef:UniRef50_A0A1L7LKJ4
contig_1	cds	88776	89516	+	IGAEJH_00460		Methyltransferase domain protein	SO:0001217, UniRef:UniRef50_A0A0D1KHJ0, UniRef:UniRef90_C2E6A5
contig_1	cds	89650	90195	-	IGAEJH_00465		M57 family metalloprotease	SO:0001217, UniRef:UniRef50_A0A0R1U279, UniRef:UniRef90_UPI001C687739
contig_1	cds	90642	91370	-	IGAEJH_00470		ATP-binding protein	SO:0001217, UniRef:UniRef50_UPI001E463F8B, UniRef:UniRef90_UPI001E463F8B
contig_1	cds	91633	92733	-	IGAEJH_00475		AAA+ ATPase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1XD13, UniRef:UniRef90_C2E6B1
contig_1	cds	92978	95500	+	IGAEJH_00480	uvrA	excinuclease ABC subunit UvrA	GO:0006289, GO:0009380, GO:0009381, SO:0001217, UniRef:UniRef50_A0A0D5MJ51, UniRef:UniRef90_D0R4A2
contig_1	cds	95707	96789	+	IGAEJH_00485		Luciferase-like domain-containing protein	RefSeq:WP_095182486.1, SO:0001217, UniParc:UPI000BA317D5, UniRef:UniRef100_A0A267MBW6, UniRef:UniRef50_A0A0F6ZP96, UniRef:UniRef90_D0R4A1
contig_1	cds	97007	97459	+	IGAEJH_00490		Prophage protein	RefSeq:WP_095076925.1, SO:0001217, UniParc:UPI000BA36CFF, UniRef:UniRef100_A0A267L9D3, UniRef:UniRef50_A0A0R2D248, UniRef:UniRef90_A0A0R2D248
contig_1	cds	97527	97859	-	IGAEJH_00495		ABM domain-containing protein	RefSeq:WP_095183380.1, SO:0001217, UniParc:UPI000BA48E0E, UniRef:UniRef100_UPI000BA48E0E, UniRef:UniRef50_Q74JF5, UniRef:UniRef90_Q74JF5
contig_1	cds	97993	98487	-	IGAEJH_00500	tpx	thiol peroxidase	COG:COG2077, COG:O, EC:1.11.1.-, GO:0008379, GO:0016684, RefSeq:WP_095183381.1, SO:0001217, UniParc:UPI000BA4AA94, UniRef:UniRef100_UPI000BA4AA94, UniRef:UniRef50_D2BN61, UniRef:UniRef90_D0R498
contig_1	cds	98874	99065	+	IGAEJH_00505		Cupin domain-containing protein	RefSeq:WP_012846201.1, SO:0001217, UniParc:UPI0001BB64F2, UniRef:UniRef100_D0R497, UniRef:UniRef50_D0R497, UniRef:UniRef90_D0R497
contig_1	ncRNA-region	99220	99387	+			M-box riboswitch (ykoK leader)	RFAM:RF00380, SO:0000140
contig_1	cds	99465	99794	+	IGAEJH_00510		Cation-transporting P-type ATPase N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_D0R496, UniRef:UniRef90_A0A267L7U1
contig_1	cds	99974	100189	+	IGAEJH_00515		hypothetical protein	RefSeq:WP_223658225.1, SO:0001217, UniParc:UPI001CC0E5F6, UniRef:UniRef100_UPI001CC0E5F6, UniRef:UniRef50_UPI001CC0E5F6, UniRef:UniRef90_UPI001CC0E5F6
contig_1	cds	100198	100440	+	IGAEJH_00520		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00215D86ED, UniRef:UniRef90_UPI00215D86ED
contig_1	cds	100699	101190	+	IGAEJH_00525		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A249NJW4
contig_1	cds	101192	101848	+	IGAEJH_00530		Glucose-6-phosphate 1-dehydrogenase	SO:0001217, UniRef:UniRef50_A0A0R1P670, UniRef:UniRef90_D0R488
contig_1	cds	101923	103185	+	IGAEJH_00535		AAA+ ATPase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4R5NF27, UniRef:UniRef90_Q74JE7
contig_1	cds	103240	103356	+	IGAEJH_00540		Amidohydrolase	SO:0001217, UniRef:UniRef50_D0R477, UniRef:UniRef90_D0R477
contig_1	cds	103375	103614	+	IGAEJH_00545		Nucleoside diphosphate kinase-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1VC66, UniRef:UniRef90_A0A0R2D3D5
contig_1	cds	103930	104460	+	IGAEJH_00550		Membrane protein	SO:0001217, UniRef:UniRef50_A0A2S1ESD3
contig_1	cds	104541	104705	+	IGAEJH_00555		putative reductase	SO:0001217, UniParc:UPI0001BB6A35, UniRef:UniRef100_A0A9X5ALY2, UniRef:UniRef50_E2QG62, UniRef:UniRef90_Q74JE0
contig_1	cds	104976	105416	+	IGAEJH_00560		NADP-dependent oxidoreductase domain-containing protein	SO:0001217, UniRef:UniRef50_D0R471, UniRef:UniRef90_D0R471
contig_1	cds	105546	106160	+	IGAEJH_00565		Acetyltransferase	SO:0001217, UniParc:UPI001749D05A, UniRef:UniRef100_A0A921EKA7, UniRef:UniRef50_R5K3U0, UniRef:UniRef90_C2E6F3
contig_1	cds	106264	106920	-	IGAEJH_00570	plsY	glycerol-3-phosphate 1-O-acyltransferase PlsY	EC:2.3.1.15, GO:0005886, GO:0006654, GO:0008374, GO:0008654, GO:0043772, SO:0001217, UniRef:UniRef50_Q5FK09, UniRef:UniRef90_P60928
contig_1	cds	107020	108978	+	IGAEJH_00575	parE	DNA topoisomerase IV subunit B	EC:5.6.2.2, GO:0003918, GO:0006260, GO:0006265, GO:0009340, RefSeq:WP_004897336.1, SO:0001217, UniParc:UPI0000239D57, UniRef:UniRef100_A0A137PLI2, UniRef:UniRef50_Q59961, UniRef:UniRef90_I7L7I0
contig_1	cds	108995	111475	+	IGAEJH_00580	parC	DNA topoisomerase IV subunit A	EC:5.6.2.2, GO:0003918, GO:0006260, GO:0006265, GO:0009340, SO:0001217, UniRef:UniRef50_P72525, UniRef:UniRef90_D0R467
contig_1	cds	112108	112458	+	IGAEJH_00585	lysR	LysR substrate-binding domain-containing protein	SO:0001217, UniRef:UniRef50_D0R465, UniRef:UniRef90_D0R465
